,Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
4471,HAWK   LLC,KETCHUP SQUEEZE 20/OZ HEI,GROCERY,24,3.5,7.29,170.56,51.99,90.96
4472,HAWK   LLC,CHEX MIX SAVORY SNACK TRA,SALTY SNACKS,24,2.13,4.99,119.76,57.24,68.55
4473,HAWK   LLC,J. LINK BEEF STICK ORIG.,JERKY,24,1.73,3.29,78.96,47.35,37.39
4474,HAWK   LLC,NESQUIK STRAWBERRY 14 OZ,BEVERAGE : STANDARD,24,1.62,2.89,69.36,44.03,30.54
4475,HAWK   LLC,MTN CHE FTX,FRITO LAYS,24,2.93,3.99,95.76,26.57,25.44
4476,HAWK   LLC,MT KET JAL,FRITO LAYS,24,3.68,4.99,119.76,26.25,31.44
4477,HAWK   LLC,MT CT JUM PUF,FRITO LAYS,24,4.35,5.89,141.36,26.15,36.96
4478,HAWK   LLC,MT MU REG,FRITO LAYS,24,2.0,2.99,71.76,33.11,23.76
4479,HAWK   LLC,MT SABRITONES,FRITO LAYS,24,2.0,2.99,66.06,33.11,23.76
4480,HAWK   LLC,MT FY SCO,FRITO LAYS,24,3.83,5.19,134.94,26.2,32.64
4481,HAWK   LLC,PLANTER T-MIX NUT & CHOC.,NUTS & SEEDS,24,2.13,4.79,114.96,55.48,63.78
4482,HAWK   LLC,WAFFLE BUTTERMILK 10CT EG,FROZEN,24,3.18,6.29,150.96,49.44,74.64
4483,HAWK   LLC,DEX DOUBLE CHAR-BROIL DLX,REFRIGERATED,24,2.67,4.39,105.36,39.15,41.25
4484,HAWK   LLC,DEX XXL CHAR-BROIL JALAPE,REFRIGERATED,24,3.28,5.39,129.36,39.18,50.68
4485,HAWK   LLC,DEX KING HAW. SMKD HAM/SW,REFRIGERATED,24,3.63,5.99,143.76,39.48,56.76
4486,HAWK   LLC,HOT DOG 1/LB O.M.,FROZEN,24,3.49,6.89,165.36,49.35,81.6
4487,HAWK   LLC,GATORADE ZERO CL BLU 28 OZ,BEVERAGE : STANDARD,24,1.99,3.49,83.06,42.98,36.0
4488,HAWK   LLC,COW TALES CARAMEL,CANDY : NOVELTY,24,0.26,1.19,28.56,78.06,22.29
4489,HAWK   LLC,MRS. FRESHLEY CARROT CAKE,BAKERY & PASTRY,24,1.23,2.59,62.16,52.41,32.58
4490,HAWK   LLC,S027 (MC) WHLFCLS CREAMER HALF & HALF 32oz,REFRIGERATED,24,5.71,6.99,167.76,18.28,30.66
4491,HAWK   LLC,DR PEPPER 12 PK 12 OZ,BEVERAGE : STANDARD,24,7.25,9.99,239.76,27.43,65.76
4492,HAWK   LLC,SWEETARTS SOFT&CHEWY ROPE,CANDY : BOX & PEG,24,2.16,5.09,122.16,57.58,70.34
4493,HAWK   LLC,BANG BLACK CHEERY 16 OZ,BEVERAGE : STANDARD,24,1.63,3.29,78.96,50.56,39.92
4494,HAWK   LLC,ALBANESE 12FLV GUMMI BEAR,CANDY : BOX & PEG,24,1.82,4.29,102.96,57.5,59.2
4495,HAWK   LLC,$25 MILLION CASH EXPLOSION,LOTTERY,24,20.0,20.0,480.0,0.0,0.0
4496,HAWK   LLC,50 X $5,LOTTERY,24,4.65,5.0,120.0,7.0,8.4
4497,HAWK   LLC,BOULDER CANYON CHIPS VINE,SALTY SNACKS,24,0.93,2.29,54.96,59.5,32.7
4498,HAWK   LLC,REIGN BODY ENERGY DRINK 16 OZ,BEVERAGE : STANDARD,24,1.63,3.59,86.16,54.69,47.12
4499,HAWK   LLC,NBRW MIXED 12PK MANGO 12 OZ,BEVERAGE : SPECIALITY,24,4.0,8.19,196.56,51.17,100.58
4500,CHEYENNE   LLC,SWISHER SWEET MINI CIGARI,CIGAR & PAPER,24,1.37,2.49,59.76,45.01,26.9
4501,CHEYENNE   LLC,JL STK FLM,FRITO LAYS,24,1.07,1.99,47.76,46.23,22.08
4502,CHEYENNE   LLC,HERSHEY ALMOND KING,CANDY : BARS,24,1.75,3.29,78.96,46.83,36.97
4503,CHEYENNE   LLC,REESES BIG CUP KING,CANDY : BARS,24,1.71,3.29,78.96,55.66,37.95
4504,CHEYENNE   LLC,DEX CHUCKWAGON 4.5 OZ,REFRIGERATED,24,2.5,4.19,100.56,40.29,40.51
4505,CHEYENNE   LLC,SNAPPLE PEACH TEA 16 OZ,BEVERAGE : STANDARD,24,1.17,2.19,52.56,46.73,24.56
4506,CHEYENNE   LLC,BANG BLACK CHEERY 16 OZ,BEVERAGE : STANDARD,24,1.52,3.19,76.56,52.35,40.08
4507,CHEYENNE   LLC,GEEK BAR 15 K FROZEN PINA COLADA,VAPE : SECONDARY,24,8.6,19.99,469.76,56.98,273.36
4508,CHEYENNE   LLC,REIGN STORM MANGO 12 OZ,BEVERAGE : STANDARD,24,1.42,2.99,71.76,52.62,37.76
4509,CHEYENNE   LLC,ROCKSTAR PURE ZERO GRAPE 16 OZ,BEVERAGE : STANDARD,24,1.63,3.19,76.56,49.06,37.56
4510,CHEYENNE   LLC,VELO PLUS POUCH CITRUS CH,POUCH,24,4.12,5.04,124.96,18.33,22.18
4511,CHEYENNE   LLC,CELSIUS WATERMELON 12 OZ,BEVERAGE : STANDARD,24,1.54,2.99,71.76,48.44,34.76
4512,COLFAX   LLC,EAGLE 20S BX RED 100,CIGARETTES,24,7.72,9.39,219.96,17.83,40.18
4513,COLFAX   LLC,MTN DEW 1 LTR,BEVERAGE : STANDARD,24,2.02,3.59,87.65,43.73,37.68
4514,COLFAX   LLC,MARLBORO 72 BOX,CIGARETTES,24,9.92,10.89,260.54,8.94,23.38
4515,COLFAX   LLC,B&M ORIGINAL  PLASTIC TIP 25 CT,CIGAR & PAPER,24,1.39,1.99,51.74,30.27,14.46
4516,COLFAX   LLC,CRUSH ORANGE 20 OZ,BEVERAGE : STANDARD,24,1.55,2.99,71.76,48.09,34.51
4517,COLFAX   LLC,ZYN CINNAMON 6MG,POUCH,24,6.65,8.99,215.76,26.03,56.16
4518,COLFAX   LLC,LOTERIA FIESTA,LOTTERY,24,10.0,10.0,240.0,0.0,0.0
4519,COLFAX   LLC,SHIELD RED KING BOX,CIGARETTES,24,6.92,6.92,168.36,0.0,0.0
4520,COLFAX   LLC,4K FOIL NAPA GRAPE CIGARILLOS GREEN SWEET,CIGAR & PAPER,24,0.93,1.39,33.36,32.9,10.98
4521,COLFAX   LLC,4K's MANGO,CIGAR & PAPER,24,0.93,1.39,33.36,32.9,10.98
4522,COLFAX   LLC,HOSTESS CUPCAKES CHOC 2PK,BAKERY & PASTRY,24,1.72,2.99,71.76,42.59,30.56
4523,LITTLETON   LLC,PYRAMID BX BLUE 100,CIGARETTES,24,8.74,10.29,239.76,15.04,37.15
4524,LITTLETON   LLC,PEPSI 1 LTR,BEVERAGE : STANDARD,24,2.02,3.59,86.16,43.73,37.68
4525,LITTLETON   LLC,PURE LEAF ICED TEA UNSWEETEND 18.5 OZ,BEVERAGE : STANDARD,24,1.6,2.89,69.36,44.64,30.96
4526,LITTLETON   LLC,MDEW LIVE WIRE 20 OZ,BEVERAGE : STANDARD,24,1.61,2.99,71.76,46.14,33.11
4527,LITTLETON   LLC,CAMEL WIDE CLASSIC FILTER,CIGARETTES,24,11.27,12.99,311.76,13.21,41.18
4528,LITTLETON   LLC,BUD ICE 1 PK 25 OZ,BEER,24,1.2,2.19,52.56,45.05,23.68
4529,LITTLETON   LLC,BON APPETIT CHEESE CROISS,BAKERY & PASTRY,24,1.87,3.19,76.56,41.42,31.71
4530,LITTLETON   LLC,BON APPETIT FRENCH SWEETI,BAKERY & PASTRY,24,1.87,3.19,76.56,41.3,31.62
4531,LITTLETON   LLC,DASANI WATER ZERO 20 OZ,BEVERAGE : STANDARD,24,1.04,2.19,52.56,52.44,27.56
4532,LITTLETON   LLC,FANTA ORANGE SODA 20 OZ,BEVERAGE : STANDARD,24,1.28,2.99,71.76,57.15,41.01
4533,LITTLETON   LLC,BIC SPECIAL EDITION BLOWN GLASS SERIES LIGHTERS SET OF 8 LIGHTERS DESIGNS,COUNTER DISPLAY,24,1.14,2.59,62.16,55.99,34.8
4534,LITTLETON   LLC,CRUSH ORANGE 20 OZ,BEVERAGE : STANDARD,24,1.55,2.99,71.76,48.09,34.51
4535,LITTLETON   LLC,GOLD PEAK GREEN TEA 18.5 OZ,BEVERAGE : STANDARD,24,1.54,2.89,69.36,46.77,32.44
4536,LITTLETON   LLC,RED BULL SEA BLE S/FREE 12 OZ,BEVERAGE : STANDARD,24,2.07,3.99,95.76,48.1,46.06
4537,LITTLETON   LLC,200 X $20,LOTTERY,24,18.6,20.0,480.0,7.0,33.6
4538,LITTLETON   LLC,FULL THROTTLE CITRUS 16 OZ,BEVERAGE : STANDARD,24,1.72,3.59,84.36,52.0,44.8
4539,LITTLETON   LLC,LIQUID DEATH STILL 19.2 OZ,BEVERAGE : STANDARD,24,1.33,2.99,59.16,55.48,39.81
4540,LITTLETON   LLC,ON NICOTINE POUCHES 4MG C,POUCH,24,5.3,6.79,160.96,21.97,35.81
4541,LITTLETON   LLC,CELSIUS PEACH MANGO 12 OZ,BEVERAGE : STANDARD,24,1.52,2.99,71.76,49.14,35.26
4542,Zuni   LLC,TIC TAC T100 ORANGE 1.7OZ,GUMS & MINTS,24,1.66,2.79,66.96,40.65,27.22
4543,Zuni   LLC,PURE LEAF LEMON TEA 18.5 OZ,BEVERAGE : STANDARD,24,1.6,2.89,69.36,44.64,30.96
4544,Zuni   LLC,CHEEZ-IT EXTRA CHEESY 3/O,SALTY SNACKS,24,1.24,2.79,66.96,55.56,37.2
4545,Zuni   LLC,CHEEZ-IT CHEDDAR JACK 3/O,SALTY SNACKS,24,1.24,2.79,66.96,55.56,37.2
4546,Zuni   LLC,MARLBORO SPEC SELECT RED,CIGARETTES,24,9.92,11.29,269.59,12.17,32.98
4547,Zuni   LLC,TOS SS,FRITO LAYS,24,0.98,1.89,45.36,48.15,21.84
4548,Zuni   LLC,PLANTER TUBE NUTS SALTED,NUTS & SEEDS,24,0.39,0.69,18.16,44.12,7.31
4549,Zuni   LLC,WHATCHAMACALLIT KING SIZE,CANDY : BARS,24,1.75,3.29,78.96,46.83,36.97
4550,Zuni   LLC,PRINGLES S.C.&O. 2.5 OZ,SALTY SNACKS,24,1.22,2.79,66.96,56.13,37.58
4551,Zuni   LLC,DEX DOUBLE CHAR-BROIL DLX,REFRIGERATED,24,2.67,4.39,105.36,39.15,41.25
4552,Zuni   LLC,DEX CHICKEN SALAD 4.2 OZ,REFRIGERATED,24,2.84,4.69,112.56,39.42,44.38
4553,Zuni   LLC,NAB S.S. FIG NEWTON 2OZ,SWEET SNACKS,24,0.63,1.39,33.36,54.46,18.17
4554,Zuni   LLC,NAB OREO DBL STUFF KS 4.1,SWEET SNACKS,24,1.55,3.29,78.96,52.94,41.8
4555,Zuni   LLC,GATORADE ORANGE 20oz,BEVERAGE : STANDARD,24,0.67,2.99,71.76,77.49,55.61
4556,Zuni   LLC,JAVA MONSTER ENERGY DRINK LOCA MOCA 15 OZ,BEVERAGE : STANDARD,24,2.19,3.89,93.96,43.7,40.8
4557,Zuni   LLC,COORS BANQUET 4/6 PK 12 OZ,BEER,24,6.93,10.29,246.96,32.7,80.76
4558,Zuni   LLC,MARINELA GANSITO SNACK CAKE,BIMBO BAKERY,24,1.43,2.99,71.76,52.17,37.44
4559,Zuni   LLC,ACT II BUTTER LOVER POPCO,SALTY SNACKS,24,1.39,3.29,78.96,57.9,45.72
4560,Zuni   LLC,CRUSH ORANGE 20 OZ,BEVERAGE : STANDARD,24,1.55,2.99,71.76,48.09,34.51
4561,Zuni   LLC,DR PEPPER 2 LTR,BEVERAGE : STANDARD,24,2.57,4.19,100.56,38.69,38.91
4562,Zuni   LLC,JARRITOS FRT PNCH  12.5 OZ,BEVERAGE : STANDARD,24,0.9,2.29,54.96,60.71,33.37
4563,Zuni   LLC,ADVIL-24CT,HBC,24,4.48,8.99,215.76,50.17,108.24
4564,Zuni   LLC,KIND BAR DK CHOC NUTS & S,PROTEIN BARS,24,1.43,2.99,71.76,52.29,37.52
4565,Zuni   LLC,MICCELL PHONE CHARGE USB TO C,COUNTER DISPLAY,24,2.99,9.99,239.76,70.07,168.0
4566,Zuni   LLC,VITAMIN WATER 20 OZ,BEVERAGE : STANDARD,24,1.33,2.79,66.76,52.33,35.04
4567,Zuni   LLC,ALKALINE ANTIOXIDANT SMARTWATER	700ML,BEVERAGE : STANDARD,24,1.45,2.99,71.76,51.55,36.99
4568,Zuni   LLC,L.E.S.70073 PREMIUM RAZOR,HBC,24,2.39,5.39,129.36,55.66,72.0
4569,Zuni   LLC,GREEK BAR 15 K WATERMELON,VAPE : SECONDARY,24,10.0,27.99,671.76,64.27,431.76
4570,Zuni   LLC,BODY ARMOR STRAWBERRY GRAPE 28 OZ,BEVERAGE : STANDARD,24,1.75,3.49,82.66,49.86,41.76
4571,Zuni   LLC,BEATBOX GREEN APPLE 500 ML,LIQUOR,24,2.97,4.99,119.76,40.55,48.56
4572,Zuni   LLC,ON NICOTINE POUCHES 2MG M,POUCH,24,5.3,6.79,162.96,21.97,35.81
4573,Zuni   LLC,LEILO SPARKLING BLACKBERRY ORANGE 12 OZ,BEVERAGE : SPECIALITY,24,3.14,6.79,161.76,53.77,87.62
4574,Zuni   LLC,HOSTESS DONETTES HONEY BU,BAKERY & PASTRY,24,3.29,5.69,136.56,42.12,57.52
4575,Zuni   LLC,CELSIUS SPARKLING CHERRY COLA 12 OZ,BEVERAGE : STANDARD,24,1.52,2.99,71.76,49.14,35.26
4576,BOULDER   LLC,MDEW CODE RED 20 OZ,BEVERAGE : STANDARD,24,1.61,2.99,71.76,46.14,33.11
4577,BOULDER   LLC,PURE LEAF SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,24,1.6,2.89,69.36,44.64,30.96
4578,BOULDER   LLC,MT SM WCH,FRITO LAYS,24,3.82,5.19,124.56,26.4,32.88
4579,BOULDER   LLC,MT CT HOT L,FRITO LAYS,24,4.35,5.89,153.14,26.15,36.96
4580,BOULDER   LLC,REESES OUTRAGEOUS W/PIECE,CANDY : BARS,24,1.75,3.29,78.96,46.83,36.97
4581,BOULDER   LLC,BON APPETIT APPLE DANISH,BAKERY & PASTRY,24,1.87,3.19,76.56,41.42,31.71
4582,BOULDER   LLC,COCA COLA VANILLA 20 OZ,BEVERAGE : STANDARD,24,1.58,2.99,71.76,47.05,33.76
4583,BOULDER   LLC,GATORADE ZRO GLCR FREEZE 20 OZ,BEVERAGE : STANDARD,24,0.67,2.99,81.36,77.49,55.61
4584,BOULDER   LLC,GATORADE GATORLYTE ORANGE 20 OZ,BEVERAGE : STANDARD,24,1.92,3.79,90.96,49.32,44.86
4585,BOULDER   LLC,SOUR PATCH WATERMELON 8OZ,CANDY : BOX & PEG,24,2.07,4.69,112.56,55.93,62.96
4586,BOULDER   LLC,MONSTER ENERGY DRINK LO CARB ZERO 16 OZ,BEVERAGE : STANDARD,24,1.74,3.59,86.16,51.53,44.4
4587,BOULDER   LLC,BIMBO MINI MANTECADAS CON NUEZ,BIMBO BAKERY,24,1.43,2.49,59.76,42.57,25.44
4588,BOULDER   LLC,SCHWEPPES GINGER ALE 20 OZ,BEVERAGE : STANDARD,24,1.55,2.99,71.76,48.09,34.51
4589,BOULDER   LLC,DS001 MODELO ESPECIAL BEER 4/6 PK 12 OZ,BEER,24,8.43,12.99,311.76,35.14,109.56
4590,BOULDER   LLC,GUAYAKI YERBA MATE TRADITIONAL TERERE 16 OZ BTL,BEVERAGE : STANDARD,24,2.08,4.69,66.56,55.58,62.56
4591,BOULDER   LLC,DS038 WHITE CLAW SURGE VERIETY 2/12 PACK 12 OZ,BEER,24,15.78,19.99,479.76,21.09,101.16
4592,BOULDER   LLC,SATI CBD BERRY 12 OZ 12 PK,BEVERAGE : SPECIALITY,24,2.63,4.39,105.36,40.09,42.24
4593,BOULDER   LLC,GHOST ENERGY BLUE RASPBERRY 16 OZ,BEVERAGE : STANDARD,24,1.83,3.89,93.36,52.87,49.36
4594,BOULDER   LLC,BUCKED UP BLOOD RAZ 16 OZ,BEVERAGE : STANDARD,24,1.88,3.79,90.96,50.53,45.96
4595,BOULDER   LLC,VELO PLUS POUCH PEPPERMIN,POUCH,24,6.42,8.65,207.6,25.78,53.52
4596,BOULDER   LLC,BAREBELLS BAR SALTY PEANU,PROTEIN BARS,24,2.04,4.29,102.46,52.56,54.12
4597,BOULDER   LLC,CELSIUS CHERRY LIMEADE SF 16 OZ,BEVERAGE : STANDARD,24,1.75,3.19,76.56,45.14,34.56
4598,BOULDER   LLC,CELSIUS ESSENTIALS ORANGESICLE SF 16 OZ,BEVERAGE : STANDARD,24,1.75,3.19,76.56,45.14,34.56
4599,Golden LLC,MDEW ZRO 20 OZ,BEVERAGE : STANDARD,24,1.61,2.99,71.76,46.14,33.11
4600,Golden LLC,CAMEL CLASSIC TURKISH GOL,CIGARETTES,24,11.27,12.99,311.76,13.21,41.18
4601,Golden LLC,WRIGLEY 5 PEPPERMINT COBA,GUMS & MINTS,24,3.77,6.89,165.36,45.28,74.88
4602,Golden LLC,WILEY WALLABY BLASTED BER,CANDY : BOX & PEG,24,2.13,4.79,114.96,55.55,63.86
4603,Golden LLC,SPITZ S.F. SEEDS DILL PIC,NUTS & SEEDS,24,1.58,3.19,76.56,50.51,38.67
4604,Golden LLC,LB SCO,FRITO LAYS,24,1.88,2.69,64.56,30.11,19.44
4605,Golden LLC,HERSHEY COOKIES N CREME,CANDY : BARS,24,0.98,2.29,55.46,57.13,31.4
4606,Golden LLC,BON APPETIT STRAW/CH MUFF,BAKERY & PASTRY,24,1.87,3.19,76.56,41.42,31.71
4607,Golden LLC,BON APPETIT ROUND PAN DE,BAKERY & PASTRY,24,1.87,3.19,76.56,41.3,31.62
4608,Golden LLC,BON APPETIT CHOCOLATE DON,BAKERY & PASTRY,24,1.87,3.19,76.56,41.42,31.71
4609,Golden LLC,SNICKERS ALMOND KING 2 PI,CANDY : BARS,24,1.92,3.29,78.96,41.57,32.82
4610,Golden LLC,AMERICAN SPIRIT 85 BOX BL,CIGARETTES,24,10.85,12.61,301.59,13.96,42.24
4611,Golden LLC,AMERICAN SPIRIT 85 BOX OR,CIGARETTES,24,10.85,12.61,301.38,13.96,42.24
4612,Golden LLC,PEACE TEA JUST PEACHY CAN 16 OZ,BEVERAGE : STANDARD,24,0.77,1.49,44.16,48.21,17.24
4613,Golden LLC,GATORLYTE WATERMELON  20 OZ,BEVERAGE : STANDARD,24,1.92,3.79,90.96,49.32,44.86
4614,Golden LLC,BLACK AND MILD WINE PLASTIC TIP 25 CT,CIGAR & PAPER,24,1.4,2.29,48.36,38.88,21.37
4615,Golden LLC,SKOAL LONG CUT STRAIGHT,CHEW,24,8.63,9.89,237.36,12.76,30.29
4616,Golden LLC,CRUSH ORANGE 20 OZ,BEVERAGE : STANDARD,24,1.55,2.99,71.76,48.09,34.51
4617,Golden LLC,DS055 TWISTED TEA 1 PK 24 OZ,BEER,24,2.65,4.59,110.16,42.27,46.56
4618,Golden LLC,ARIZONA NP ARNOLD PALMER 22 OZ,BEVERAGE : STANDARD,24,0.92,1.99,47.76,53.96,25.77
4619,Golden LLC,$100 FRENZY,LOTTERY,24,0.0,2.0,48.0,100.0,48.0
4620,Golden LLC,METRX B100 SUPER COOKIE C,PROTEIN BARS,24,2.27,4.79,114.96,52.7,60.59
4621,Golden LLC,CELLUCOR C4 STARBURST STRAWBERRY 12PK 16 OZ,BEVERAGE : STANDARD,24,1.67,3.19,76.56,47.75,36.56
4622,Golden LLC,BAREBELLS BAR CARAMEL CAS,PROTEIN BARS,24,2.04,4.29,102.96,52.56,54.12
4623,Golden LLC,LIQUID DEATH SEVERED LIME 3/8   19.2 OZ,BEVERAGE : STANDARD,24,1.41,3.09,74.16,54.29,40.26
4624,Golden LLC,S006 BUZZBALLZ CHILLERS LIME RITA 187 ML,LIQUOR,24,2.41,4.99,119.76,51.7,61.92
4625,Golden LLC,ELECTROLIT GRAPE 21 OZ,BEVERAGE : STANDARD,24,1.92,3.99,95.76,51.96,49.76
4626,Golden LLC,CELCIUS FANTASY VIBE 12 OZ,BEVERAGE : STANDARD,24,1.61,2.99,71.76,46.07,33.06
4627,Golden LLC,CELCIUS MANGO LMND 12 OZ,BEVERAGE : STANDARD,24,1.61,2.99,71.76,46.07,33.06
4628,CEDAR   LLC,PYRAMID BX ORANGE 100,CIGARETTES,23,8.74,10.29,229.77,15.04,35.6
4629,CEDAR   LLC,BUBBLY BLKBERY 16OZ,BEVERAGE : STANDARD,23,1.17,2.9,66.7,59.77,39.87
4630,CEDAR   LLC,J. LINK JERKY TERIYAKI 3.25 OZ,JERKY,23,5.85,9.79,225.17,40.25,90.62
4631,CEDAR   LLC,J. LINK JERKY ORIGINAL  3.25 OZ,JERKY,23,5.85,9.79,225.17,40.25,90.62
4632,CEDAR   LLC,STARBURST FAVEREDS SHARE,CANDY : BARS,23,1.92,3.29,75.67,41.57,31.45
4633,CEDAR   LLC,MARLBORO MENTHOL GOLD PAC,CIGARETTES,23,10.22,12.02,270.87,15.01,41.49
4634,CEDAR   LLC,MARLBORO SILVER PACK 100,CIGARETTES,23,9.92,11.39,261.12,12.94,33.9
4635,CEDAR   LLC,FR HBQ TWST,FRITO LAYS,23,4.35,5.89,135.47,26.15,35.42
4636,CEDAR   LLC,MT CT HOT,FRITO LAYS,23,4.35,5.89,135.47,26.15,35.42
4637,CEDAR   LLC,MOUNDS KING,CANDY : BARS,23,1.75,3.29,75.67,46.83,35.43
4638,CEDAR   LLC,BON APPETIT CHOC CHIP MUF,BAKERY & PASTRY,23,1.87,3.19,73.37,41.42,30.39
4639,CEDAR   LLC,JUICY DROP GUMMIE DIP N S,CANDY : BARS,23,1.83,4.09,102.25,55.23,51.95
4640,CEDAR   LLC,HARIBO TWIN SNAKES 5 OZ,CANDY : BOX & PEG,23,1.33,2.99,68.77,55.6,38.24
4641,CEDAR   LLC,GATORADE ARCTIC BLITZ 28 OZ,BEVERAGE : STANDARD,23,1.99,3.39,84.75,41.3,32.2
4642,CEDAR   LLC,PROPEL STRAWBERRY LEMONADE 20 OZ,BEVERAGE : STANDARD,23,1.35,2.09,48.07,35.61,17.12
4643,CEDAR   LLC,LIGHTER BIC MINI LCJ-199,COUNTER DISPLAY,23,1.12,2.39,50.77,53.17,29.23
4644,CEDAR   LLC,B.B. BUTTER PECAN 14OZ,ICE CREAM,23,2.32,4.29,100.77,45.92,45.31
4645,CEDAR   LLC,RAMEN CHICK NDLE 3/OZ TOP,GROCERY,23,0.46,1.59,36.57,71.07,25.99
4646,CEDAR   LLC,CORNNUTS RANCH LARGE,NUTS & SEEDS,23,1.08,2.59,59.57,58.3,34.73
4647,CEDAR   LLC,CHARLESTON CHEW MINI THEA,CANDY : BOX & PEG,23,0.94,2.39,54.97,60.5,33.26
4648,CEDAR   LLC,PEARSON NUT ROLL KING 3.2,CANDY : BARS,23,1.76,3.29,76.27,46.5,35.19
4649,CEDAR   LLC,9 LIVES TURKEY 5.5 OZ,HOME GOODS,23,0.87,1.59,36.57,45.28,16.56
4650,CEDAR   LLC,RED BULL TOTAL ZERO ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,23,2.05,3.99,91.77,48.62,44.62
4651,CEDAR   LLC,ARIZONA FRUIT PUNCH 22OZ,BEVERAGE : STANDARD,23,0.87,1.99,45.77,56.32,25.78
4652,CEDAR   LLC,FREAL SMOOTHIE MANGO 12OZ,F'REAL,23,2.59,5.19,119.37,50.03,59.72
4653,CEDAR   LLC,ROCKSTAR PURE SUGAR FREE SILVER ICE 16 OZ,BEVERAGE : STANDARD,23,1.63,3.29,75.67,50.48,38.2
4654,CEDAR   LLC,ZOA GREEN APPLE 12 oz,BEVERAGE : STANDARD,23,0.83,2.99,68.77,72.13,49.6
4655,CEDAR   LLC,LUXE DUBAI CHOC 70 G,CANDY : NOVELTY,23,7.49,14.99,344.77,50.03,172.5
4656,WHEAT   LLC,MUG ROOT BEER 20oz,BEVERAGE : STANDARD,23,1.55,2.99,68.77,48.09,33.07
4657,WHEAT   LLC,M & M PEANUT KING,CANDY : BARS,23,1.92,3.29,75.67,41.57,31.45
4658,WHEAT   LLC,SPRITE CAN 16OZ,BEVERAGE : STANDARD,23,1.19,2.39,54.97,50.26,27.63
4659,WHEAT   LLC,POWERADE MOUNTAIN BERRY BLAST SPORTS DRINK 28 OZ,BEVERAGE : STANDARD,23,1.41,2.89,62.27,51.19,34.03
4660,HAWK   LLC,LIPTON BRISK SWEET ICED TEA 1 LTR,BEVERAGE : STANDARD,23,1.12,2.29,52.67,51.09,26.91
4661,HAWK   LLC,BRISK STRAWBERRY MELON ICE TEA 1 LTR,BEVERAGE : STANDARD,23,1.12,2.29,52.67,51.09,26.91
4662,HAWK   LLC,P-RIDGE GOLDFISH XTRA CHD,SALTY SNACKS,23,1.18,2.79,64.17,57.8,37.09
4663,HAWK   LLC,Minute Maid 100% Orange Juice 12 oz Bottle,BEVERAGE : STANDARD,23,1.54,3.09,71.07,50.2,35.68
4664,HAWK   LLC,FY HOT,FRITO LAYS,23,1.88,2.69,61.87,30.11,18.63
4665,HAWK   LLC,PLANTER CASHEW TUBE,NUTS & SEEDS,23,1.04,2.39,54.97,56.53,31.08
4666,HAWK   LLC,TWIZZLER TWIST STRAWBERRY,CANDY : BOX & PEG,23,2.08,4.89,112.47,57.46,64.63
4667,HAWK   LLC,BON APPETIT STAR DANISH G,BAKERY & PASTRY,23,1.87,3.89,81.77,51.95,46.48
4668,HAWK   LLC,BON APPETIT STRAW-CHSE DO,BAKERY & PASTRY,23,1.87,3.89,89.47,51.96,46.49
4669,HAWK   LLC,M & M PEANUT GRAB & GO 5O,CANDY : BOX & PEG,23,2.6,4.99,114.77,47.9,54.97
4670,HAWK   LLC,TROPPPOROJ 11 OZ,BEVERAGE : STANDARD,23,2.0,2.99,72.27,33.11,22.77
4671,HAWK   LLC,PENNZOIL 10W30 QT 6CT,AUTOMOTIVE,23,4.78,9.99,229.77,52.12,119.75
4672,HAWK   LLC,NERDS GUMMY CLUSTERS VERY,CANDY : BOX & PEG,23,4.18,7.89,181.47,47.02,85.33
4673,HAWK   LLC,ZYN CHILL 3MG,POUCH,23,6.65,8.99,206.77,26.03,53.82
4674,HAWK   LLC,S019 (MC) PORK TAMALES WRAPPED IN CORN HUSK  18OZ,FROZEN,23,6.29,9.99,229.77,37.04,85.1
4675,HAWK   LLC,DOT'S PRETZELS HONEY MUST,SALTY SNACKS,23,2.91,7.19,165.37,59.47,98.35
4676,HAWK   LLC,CON NBRW GUAVA 12 OZ 12PK,BEVERAGE : SPECIALITY,23,4.0,8.19,188.37,51.17,96.39
4677,HAWK   LLC,QUEST SFT&CHWY CHOC-CHIP,SWEET SNACKS,23,1.89,4.29,98.67,55.91,55.16
4678,HAWK   LLC,CELSIUS KIWI GUAVA 12 OZ,BEVERAGE : STANDARD,23,1.52,3.09,71.07,50.78,36.09
4679,CHEYENNE   LLC,PAYDAY KING,CANDY : BARS,23,1.73,3.29,75.67,47.42,35.88
4680,CHEYENNE   LLC,J. LINK BEEF STEAK 2 OZ,JERKY,23,2.28,4.19,96.37,45.68,44.03
4681,CHEYENNE   LLC,MT DR NAC,FRITO LAYS,23,4.63,6.29,144.67,26.39,38.18
4682,CHEYENNE   LLC,MT CT JUM PUF,FRITO LAYS,23,4.35,5.89,135.47,26.15,35.42
4683,CHEYENNE   LLC,BON APPETIT B-BERRY CHSE,BAKERY & PASTRY,23,1.87,3.19,73.37,41.42,30.39
4684,CHEYENNE   LLC,S035 STARBURST,CANDY : BARS,23,0.99,2.29,28.72,56.71,29.87
